STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
135880,99999, 20190326,   49.6, 7,   30.9, 7, 1015.5, 7,  979.5, 7,   6.2, 7,  10.8, 7,  17.5, 999.9,   59.9 ,  44.2 , 0.00G,999.9, 000000,
135880,99999, 20190327,   49.8, 7,   24.5, 7, 1022.7, 7,  986.7, 7,   6.2, 7,   5.8, 7,   9.7, 999.9,   59.9 ,  41.7 , 0.00G,999.9, 000000,
135880,99999, 20190328,   50.8, 8,   21.7, 8, 1024.9, 8,  988.5, 8,   6.2, 8,   4.6, 8,   7.8, 999.9,   63.0 ,  42.4 , 0.00G,999.9, 000000,
135880,99999, 20190329,   50.9, 8,   21.6, 8, 1025.3, 8,  989.0, 8,   6.2, 8,   7.3, 8,  15.5, 999.9,   64.4 ,  36.0 , 0.00G,999.9, 000000,
135880,99999, 20190330,   55.1, 7,   23.9, 7, 1022.2, 7,  986.4, 7,   6.2, 7,   5.6, 7,  13.6, 999.9,   69.8 ,  44.6 , 0.00G,999.9, 000000,
135880,99999, 20190331,   59.4, 8,   25.2, 8, 1016.0, 8,  980.5, 8,   6.2, 8,   5.1, 8,   7.8, 999.9,   76.1 ,  46.0 , 0.00G,999.9, 000000,
135880,99999, 20190401,   59.9, 7,   28.2, 7, 1013.4, 7,  978.3, 7,   6.2, 7,   3.3, 7,   5.8, 999.9,   77.0 ,  42.8 , 0.00G,999.9, 000000,
135880,99999, 20190402,   57.9, 7,   33.2, 7, 1016.2, 7,  980.8, 7,   6.2, 7,   3.6, 6,   5.8, 999.9,   74.5 ,  41.9 , 0.00G,999.9, 000000,
135880,99999, 20190403,   55.8, 8,   39.8, 8, 1016.1, 8,  980.2, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   66.2 ,  50.2 , 0.00G,999.9, 000000,
135880,99999, 20190404,   55.5, 8,   38.9, 8, 1013.2, 8,  977.5, 8,   6.2, 8,   3.9, 8,   5.8, 999.9,   65.8 ,  45.5 , 0.00G,999.9, 000000,
135880,99999, 20190405,   52.0, 7,   41.0, 7, 1011.1, 7,  975.5, 7,   6.2, 7,   4.7, 7,   5.8, 999.9,   57.0 ,  46.0 , 0.00G,999.9, 000000,
135880,99999, 20190406,   56.8, 8,   39.0, 8, 1008.9, 8,  973.6, 8,   6.2, 8,   5.5, 7,   9.7, 999.9,   70.0 ,  49.1 , 0.00G,999.9, 000000,
135880,99999, 20190407,   57.4, 8,   39.3, 8, 1007.3, 8,  972.1, 8,   6.2, 8,   5.1, 8,   7.8, 999.9,   74.5 ,  41.5 , 0.00G,999.9, 000000,
135880,99999, 20190408,   52.2, 7,   47.2, 7, 1003.9, 7,  968.5, 7,   5.1, 7,   3.6, 7,   7.8, 999.9,   58.1 ,  47.8 , 0.00G,999.9, 010000,
135880,99999, 20190409,   51.2, 8,   47.9, 8, 1002.9, 8,  967.5, 8,   4.3, 8,   6.1, 8,   7.8, 999.9,   54.7 ,  47.3 , 0.52G,999.9, 010000,
135880,99999, 20190410,   57.4, 8,   48.7, 8, 1005.7, 7,  970.5, 8,   6.2, 8,   5.1, 8,   7.8, 999.9,   72.1 ,  52.0*, 0.48G,999.9, 010000,
135880,99999, 20190411,   55.8, 8,   45.7, 8, 1009.2, 8,  973.8, 8,   6.2, 8,   3.9, 8,   7.8, 999.9,   66.2 ,  48.0 , 0.31G,999.9, 010000,
135880,99999, 20190412,   55.0, 7,   41.5, 7, 1009.8, 7,  974.4, 7,   6.2, 7,   3.9, 7,   5.8, 999.9,   66.2 ,  43.9 , 0.03G,999.9, 010000,
135880,99999, 20190413,   53.5, 8,   43.9, 8, 1011.6, 8,  976.0, 8,   5.7, 8,   4.1, 8,   7.8, 999.9,   66.2 ,  44.1 , 0.13G,999.9, 000000,
135880,99999, 20190414,   54.0, 8,   43.3, 8, 1011.5, 8,  975.9, 8,   6.2, 8,   4.6, 8,   9.7, 999.9,   66.0 ,  49.1 , 0.00G,999.9, 010000,
135880,99999, 20190415,   49.6, 9,   46.0, 9, 1015.4, 9,  979.4, 9,   6.2, 9,   3.2, 9,   5.8, 999.9,   53.8 ,  46.8 , 0.59G,999.9, 010000,
135880,99999, 20190416,   53.9, 7,   42.9, 7, 1018.1, 7,  982.3, 7,   6.2, 7,   3.9, 7,   3.9, 999.9,   63.5 ,  45.3 , 0.11G,999.9, 000000,
135880,99999, 20190417,   54.1, 8,   31.0, 8, 1018.2, 8,  982.4, 8,   6.2, 8,   5.2, 6,   9.7, 999.9,   67.1 ,  41.0 , 0.00G,999.9, 000000,
135880,99999, 20190418,   51.3, 8,   40.5, 8, 1023.3, 8,  987.1, 8,   6.2, 8,   3.6, 8,   5.8, 999.9,   61.9 ,  45.5 , 0.00G,999.9, 000000,
135880,99999, 20190419,   56.3, 8,   37.7, 8, 1025.2, 8,  989.5, 8,   6.2, 8,   6.3, 8,   9.7, 999.9,   70.2 ,  44.4 , 0.10G,999.9, 000000,
135880,99999, 20190420,   57.8, 7,   34.3, 7, 1024.5, 7,  988.2, 7,   6.2, 7,   4.7, 7,   5.8, 999.9,   70.7 ,  45.0 , 0.00G,999.9, 000000,
135880,99999, 20190421,   53.9, 8,   33.4, 8, 1023.5, 8,  987.6, 8,   6.2, 8,   3.4, 8,   5.8, 999.9,   71.1 ,  38.3 , 0.00G,999.9, 000000,
135880,99999, 20190422,   56.9, 8,   39.1, 8, 1018.1, 8,  982.4, 8,   6.2, 8,   5.1, 8,   7.8, 999.9,   73.8 ,  41.9 , 0.00G,999.9, 000000,
135880,99999, 20190423,   54.2, 7,   44.3, 7, 1020.0, 7,  984.2, 7,   6.2, 7,   8.0, 7,   9.7, 999.9,   60.8 ,  47.1 , 0.20G,999.9, 010000,
135880,99999, 20190424,   57.4, 6,   44.0, 6, 1023.0, 6,  987.3, 6,   6.2, 6,   2.9, 6,   3.9, 999.9,   68.5*,  48.6 , 0.01G,999.9, 000000,
135880,99999, 20190425,   62.1, 8,   48.7, 8, 1022.0, 8,  986.6, 8,   6.2, 8,   3.4, 8,   3.9, 999.9,   77.0 ,  47.8 , 0.00G,999.9, 000000,
135880,99999, 20190426,   66.1, 8,   49.0, 8, 1018.0, 8,  983.0, 8,   6.2, 8,   3.2, 8,   3.9, 999.9,   83.5 ,  50.2 , 0.00G,999.9, 000000,
135880,99999, 20190427,   60.6, 7,   53.5, 7, 1014.3, 7,  979.0, 7,   6.2, 7,   3.9, 7,   7.8, 999.9,   74.3 ,  53.1*, 0.00G,999.9, 010000,
135880,99999, 20190428,   57.6, 8,   43.2, 8, 1015.1, 8,  978.0, 8,   7.8, 8,   3.2, 8,   3.9, 999.9,   72.0 ,  43.7 , 0.38G,999.9, 000000,
135880,99999, 20190429,   64.0, 6,   40.0, 6, 1009.1, 6,  974.3, 6,   7.2, 6,   3.9, 6,   7.8, 999.9,   74.3 ,  49.8*, 0.00G,999.9, 000000,
135880,99999, 20190430,   58.3, 8,   35.6, 8, 1008.7, 8,  973.5, 8,   7.8, 8,   7.3, 8,  15.5, 999.9,   72.5 ,  49.1 , 0.00G,999.9, 010000,
135880,99999, 20190501,   55.5, 8,   37.9, 8, 1010.4, 8,  975.0, 8,   6.2, 8,   3.2, 8,   7.8, 999.9,   70.7 ,  41.7 , 0.00G,999.9, 000000,
135880,99999, 20190502,   60.9, 7,   41.3, 7, 1011.7, 7,  976.6, 7,   6.2, 7,   6.9, 7,  11.7, 999.9,   72.5 ,  49.5 , 0.02G,999.9, 000000,
135880,99999, 20190503,   59.5, 8,   40.4, 8, 1011.9, 8,  976.2, 8,   7.8, 8,   3.6, 8,   5.8, 999.9,   74.8 ,  43.7 , 0.00G,999.9, 010000,
135880,99999, 20190504,   58.0, 8,   42.6, 8, 1008.0, 8,  972.8, 8,   6.2, 8,   4.4, 8,   7.8, 999.9,   69.1 ,  45.0 , 0.00G,999.9, 000000,
135880,99999, 20190505,   56.8, 8,   52.8, 8, 1003.4, 8,  968.3, 8,   5.3, 8,   2.7, 8,   3.9, 999.9,   66.2 ,  52.5 , 0.12G,999.9, 010000,
135880,99999, 20190506,   56.7, 7,   47.0, 7, 1006.3, 7,  969.8, 7,   5.1, 7,   5.0, 7,  11.7, 999.9,   65.5 ,  49.5*, 0.20G,999.9, 010000,
135880,99999, 20190507,   50.6, 8,   36.3, 8, 1014.1, 8,  978.2, 8,   6.2, 8,  12.1, 8,  15.5, 999.9,   59.4 ,  45.0*, 0.04G,999.9, 000000,
135880,99999, 20190508,   55.2, 8,   36.3, 8, 1016.1, 8,  980.8, 8,   6.2, 8,   4.4, 8,   5.8, 999.9,   68.7 ,  43.9 , 0.00G,999.9, 000000,
135880,99999, 20190509,   52.5, 8,   45.3, 8, 1011.5, 8,  975.8, 8,   6.2, 8,   3.2, 6,   5.8, 999.9,   60.3 ,  45.1 , 0.00G,999.9, 010000,
135880,99999, 20190510,   61.1, 8,   46.4, 8, 1009.6, 8,  974.6, 8,   6.2, 8,   4.7, 7,   7.8, 999.9,   76.3 ,  47.5 , 0.00G,999.9, 000000,
135880,99999, 20190511,   63.9, 8,   44.1, 8, 1014.6, 8,  979.6, 8,   6.2, 8,   3.4, 8,   5.8, 999.9,   77.2 ,  49.3 , 0.00G,999.9, 000000,
135880,99999, 20190512,   60.2, 4,   48.6, 4, 1014.4, 4,  979.2, 4,   6.2, 4, 999.9, 0, 999.9, 999.9,   73.9*,  51.3 , 0.00G,999.9, 000000,
135880,99999, 20190513,   56.4, 8,   52.0, 8, 1014.7, 8,  979.2, 8,   6.2, 8,   3.9, 7,   5.8, 999.9,   63.1 ,  54.1*, 0.09G,999.9, 000000,
135880,99999, 20190514,   55.0, 8,   51.7, 8, 1012.1, 8,  976.7, 8,   5.3, 8,   4.6, 8,   9.7, 999.9,   68.7 ,  47.8*, 0.28G,999.9, 010000,
135880,99999, 20190515,   57.3, 7,   45.6, 7, 1011.7, 7,  976.3, 7,   6.2, 7,   4.5, 6,   5.8, 999.9,   68.9 ,  45.5*, 0.22G,999.9, 000000,
135880,99999, 20190516,   55.3, 7,   50.3, 7, 1011.3, 7,  975.9, 7,   5.1, 7,   4.9, 6,   7.8, 999.9,   65.1 ,  50.5*, 0.12G,999.9, 010000,
135880,99999, 20190517,   56.3, 8,   48.6, 8, 1011.8, 8,  976.3, 8,   6.2, 8,   3.6, 7,   7.8, 999.9,   68.9 ,  47.5*, 0.11G,999.9, 000000,
135880,99999, 20190518,   63.6, 8,   50.7, 8, 1009.5, 8,  974.7, 8,   6.2, 8,   3.9, 8,   5.8, 999.9,   79.0 ,  46.4 , 0.00G,999.9, 000000,
135880,99999, 20190519,   66.0, 5,   53.8, 5, 1006.7, 4,  971.5, 5,   6.2, 5,   6.6, 5,  11.7, 999.9,   80.2 ,  54.5 , 0.00G,999.9, 000000,
135880,99999, 20190520,   62.5, 8,   49.6, 8, 1009.2, 8,  974.4, 8,   6.2, 8,   5.1, 8,  13.6, 999.9,   71.6 ,  39.2 , 0.00G,999.9, 000000,
135880,99999, 20190521,   62.5, 8,   43.5, 8, 1012.8, 8,  977.8, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   74.3 ,  49.1 , 0.00G,999.9, 000000,
135880,99999, 20190522,   65.9, 7,   47.2, 7, 1013.4, 7,  978.5, 7,   6.2, 7,   4.2, 7,   5.8, 999.9,   79.9 ,  48.4 , 0.00G,999.9, 000000,
135880,99999, 20190523,   70.0, 5,   50.0, 5, 1011.7, 5,  977.1, 5,   6.2, 5,   6.2, 5,  11.7, 999.9,   77.0 ,  54.3 , 0.00G,999.9, 000000,
135880,99999, 20190524,   63.8, 8,   50.5, 8, 1011.4, 8,  976.6, 8,   6.2, 8,   6.1, 8,   9.7, 999.9,   73.6 ,  56.3 , 0.00G,999.9, 000000,
135880,99999, 20190525,   63.7, 7,   50.6, 7, 1013.9, 7,  979.0, 7,   6.2, 7,   3.6, 7,   5.8, 999.9,   79.9 ,  51.3 , 0.00G,999.9, 000000,
135880,99999, 20190526,   67.4, 7,   54.1, 7, 1015.5, 7,  980.7, 7,   6.2, 7,   3.6, 7,   3.9, 999.9,   80.6 ,  53.6 , 0.00G,999.9, 000000,
135880,99999, 20190527,   64.6, 7,   58.4, 7, 1014.4, 7,  979.6, 7,   6.2, 7,   2.5, 7,   3.9, 999.9,   72.1 ,  59.7 , 0.00G,999.9, 010000,
135880,99999, 20190528,   67.0, 8,   55.3, 8, 1008.8, 8,  974.3, 8,   6.2, 8,   6.7, 7,   9.7, 999.9,   86.4 ,  56.3 , 0.13G,999.9, 000000,
135880,99999, 20190529,   67.7, 8,   52.3, 8, 1011.4, 8,  976.8, 8,   7.8, 8,   3.6, 7,   5.8, 999.9,   80.8 ,  55.8 , 0.07G,999.9, 000000,
135880,99999, 20190530,   66.6, 7,   51.7, 7, 1016.7, 7,  981.9, 7,   6.2, 7,   5.3, 7,   9.7, 999.9,   77.9 ,  54.5 , 0.00G,999.9, 000000,
135880,99999, 20190531,   63.1, 8,   51.5, 8, 1018.0, 8,  982.9, 8,   6.2, 8,   7.8, 8,  11.7, 999.9,   70.5 ,  58.8 , 0.00G,999.9, 000000,
135880,99999, 20190601,   65.1, 8,   48.6, 8, 1016.1, 8,  981.1, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   77.9 ,  55.6 , 0.00G,999.9, 010010,
135880,99999, 20190602,   61.2, 8,   54.9, 8, 1015.6, 8,  980.5, 8,   6.2, 8,   5.8, 8,   9.7, 999.9,   78.3 ,  54.5 , 0.07G,999.9, 000010,
135880,99999, 20190603,   61.5, 8,   54.1, 8, 1013.5, 8,  978.4, 8,   5.3, 8,   3.2, 8,   3.9, 999.9,   72.1 ,  55.4 , 1.51G,999.9, 010000,
135880,99999, 20190604,   62.5, 6,   56.4, 6, 1012.9, 6,  978.0, 6,   6.2, 6,   2.3, 5,   3.9, 999.9,   68.9 ,  53.6 , 0.00G,999.9, 010000,
135880,99999, 20190605,   63.9, 5,   59.3, 5, 1012.4, 5,  977.6, 5,   5.5, 5,   2.9, 4,   3.9, 999.9,   72.3*,  58.8 , 0.21G,999.9, 010000,
135880,99999, 20190618,   74.3, 5,   61.0, 5, 1014.1, 5,  979.9, 5,   6.2, 5,   3.4, 4,   5.8, 999.9,   86.9 ,  60.8 , 0.13G,999.9, 000000,
135880,99999, 20190619,   77.7, 5,   60.0, 5, 1012.1, 5,  978.0, 5,   6.2, 5,   4.7, 5,   9.7, 999.9,   89.2 ,  62.6 , 0.00G,999.9, 000010,
135880,99999, 20190620,   75.9, 5,   61.3, 5, 1012.2, 5,  977.9, 5,   6.2, 5,   6.2, 5,   7.8, 999.9,   89.6 ,  62.6 , 0.31E,999.9, 000010,
135880,99999, 20190621,   80.4, 5,   59.9, 5, 1013.7, 5,  979.9, 5,   6.2, 5,   4.3, 5,   5.8, 999.9,   90.5 ,  60.8 , 0.12F,999.9, 000000,
135880,99999, 20190622,   83.2, 5,   62.0, 5, 1013.7, 5,  981.0, 5,   6.2, 5,   3.4, 4,   3.9, 999.9,   90.1*,  65.8 , 0.00G,999.9, 000000,
135880,99999, 20190623,   84.1, 5,   62.1, 5, 1011.8, 5,  978.1, 5,   6.2, 5,   3.9, 5,   5.8, 999.9,   92.5 ,  67.3 , 0.00G,999.9, 000000,
135880,99999, 20190624,   75.7, 5,   60.8, 5, 1016.1, 5,  979.9, 5,   6.2, 5,   5.8, 5,   9.7, 999.9,   88.7 ,  66.2 , 0.00G,999.9, 010010,
135880,99999, 20190625,   78.0, 4,   62.2, 4, 1018.5, 4,  984.3, 4,   6.2, 4,   3.4, 4,   7.8, 999.9,   86.2*,  63.7 , 0.01G,999.9, 000010,
135880,99999, 20190626,   83.1, 5,   60.0, 5, 1019.5, 5,  985.7, 5,   6.2, 5,   5.4, 5,   9.7, 999.9,   90.5 ,  69.8 , 0.05G,999.9, 000000,
135880,99999, 20190627,   85.9, 5,   58.6, 5, 1015.0, 5,  981.5, 5,   6.2, 5,   4.3, 5,   5.8, 999.9,   93.2 ,  76.6*, 0.00G,999.9, 000000,
135880,99999, 20190628,   82.9, 5,   59.8, 5, 1011.7, 5,  978.0, 5,   6.2, 5,   7.8, 5,   9.7, 999.9,   90.1 ,  70.3 , 0.00G,999.9, 000000,
135880,99999, 20190629,   78.2, 5,   47.3, 5, 1016.7, 5,  982.4, 5,   6.2, 5,   8.2, 5,   9.7, 999.9,   84.7 ,  65.5 , 0.00G,999.9, 000000,
135880,99999, 20190630,   77.1, 5,   52.7, 5, 1020.0, 5,  985.7, 5,   6.2, 5,   4.3, 5,   5.8, 999.9,   89.2 ,  62.8 , 0.00G,999.9, 000000,
135880,99999, 20190701,   79.0, 8,   55.2, 7, 1018.5, 7,  984.1, 7,   6.2, 8,   3.6, 8,   5.8, 999.9,   93.7*,  62.6 , 0.00G,999.9, 000000,
135880,99999, 20190702,   85.4, 7,   56.0, 7, 1011.9, 7,  978.5, 7,   6.2, 7,   3.9, 7,   7.8, 999.9,  101.3 ,  66.4 , 0.00G,999.9, 000000,
135880,99999, 20190703,   85.5, 8,   58.4, 8, 1011.8, 8,  978.3, 8,   6.2, 8,   3.6, 8,   5.8, 999.9,  101.8 ,  71.2 , 0.00G,999.9, 000000,
135880,99999, 20190704,   79.4, 6,   62.5, 6, 1016.0, 6,  983.0, 6,   6.2, 6,   4.5, 6,   5.8, 999.9,   95.9 ,  70.3*, 0.00G,999.9, 000010,
135880,99999, 20190705,   76.4, 8,   61.1, 8, 1014.3, 8,  980.1, 8,   6.2, 8,   3.2, 8,   3.9, 999.9,   93.4 ,  63.5 , 0.02G,999.9, 000000,
135880,99999, 20190706,   79.7, 8,   57.1, 8, 1012.7, 8,  978.8, 8,   6.2, 8,   3.9, 8,   7.8, 999.9,   94.1 ,  66.6*, 0.00G,999.9, 000000,
135880,99999, 20190707,   81.5, 8,   53.9, 8, 1009.0, 8,  975.3, 8,   6.2, 8,   3.9, 8,   5.8, 999.9,   99.1 ,  64.4 , 0.00G,999.9, 000000,
135880,99999, 20190708,   81.2, 7,   58.5, 7, 1010.9, 7,  976.7, 7,   6.2, 7,   4.7, 7,   7.8, 999.9,   91.8 ,  70.9 , 0.00G,999.9, 000000,
135880,99999, 20190709,   78.5, 7,   60.1, 7, 1010.6, 7,  976.8, 7,   6.2, 7,   4.4, 7,   7.8, 999.9,   96.1 ,  66.0*, 0.00E,999.9, 000000,
135880,99999, 20190710,   66.3, 8,   60.0, 8, 1011.4, 8,  976.7, 8,   5.7, 8,   5.3, 8,  15.5, 999.9,   76.8 ,  58.5*, 0.23G,999.9, 010010,
135880,99999, 20190711,   66.0, 8,   47.4, 8, 1012.4, 8,  977.6, 8,   6.2, 8,   6.1, 8,   7.8, 999.9,   78.1 ,  54.7 , 0.51G,999.9, 000000,
135880,99999, 20190712,   68.2, 8,   49.2, 8, 1012.7, 8,  978.0, 8,   6.2, 8,   3.9, 8,   5.8, 999.9,   83.7 ,  56.3 , 0.00G,999.9, 000000,
135880,99999, 20190713,   69.4, 8,   56.9, 8, 1010.0, 8,  975.5, 8,   6.2, 8,   4.4, 7,   7.8, 999.9,   85.3 ,  58.8 , 0.07G,999.9, 010000,
135880,99999, 20190714,   66.9, 7,   56.1, 7, 1008.8, 7,  974.3, 7,   6.2, 7,   6.4, 7,  11.7, 999.9,   77.5 ,  59.7 , 0.35G,999.9, 010000,
135880,99999, 20190715,   70.0, 8,   54.0, 8, 1009.6, 8,  975.2, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   82.4 ,  56.8 , 0.00G,999.9, 000000,
135880,99999, 20190716,   68.1, 8,   55.6, 8, 1010.5, 8,  975.9, 8,   6.2, 8,   4.4, 8,   5.8, 999.9,   73.4 ,  63.5 , 0.01E,999.9, 010000,
135880,99999, 20190717,   72.9, 8,   49.3, 8, 1010.7, 8,  976.4, 8,   6.2, 8,   6.3, 8,   9.7, 999.9,   84.4 ,  63.1 , 0.00F,999.9, 000000,
135880,99999, 20190718,   74.1, 8,   52.3, 8, 1011.8, 8,  977.6, 8,   6.2, 8,   4.9, 8,   7.8, 999.9,   89.6 ,  60.1 , 0.00G,999.9, 000000,
135880,99999, 20190719,   74.8, 8,   54.2, 8, 1014.8, 8,  980.9, 7,   6.2, 8,   3.2, 8,   3.9, 999.9,   90.5 ,  60.8 , 0.00G,999.9, 000010,
135880,99999, 20190720,   78.6, 7,   56.1, 7, 1017.3, 7,  983.2, 7,   6.2, 7,   3.3, 7,   5.8, 999.9,   91.4 ,  61.5 , 0.00G,999.9, 000000,
135880,99999, 20190721,   78.7, 8,   56.1, 8, 1017.7, 8,  983.8, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   94.1 ,  63.9 , 0.00G,999.9, 000000,
135880,99999, 20190722,   80.5, 8,   58.8, 8, 1018.0, 8,  983.9, 8,   6.2, 8,   5.6, 8,   9.7, 999.9,   96.1 ,  67.1 , 0.00G,999.9, 000000,
135880,99999, 20190723,   80.5, 7,   54.9, 7, 1015.6, 7,  981.7, 7,   7.1, 7,   5.8, 7,   9.7, 999.9,   90.9 ,  72.1*, 0.00E,999.9, 000000,
135880,99999, 20190724,   79.1, 8,   57.2, 8, 1014.5, 8,  980.5, 8,   6.2, 8,   7.3, 8,  13.6, 999.9,   88.3 ,  73.8*, 0.00G,999.9, 000000,
135880,99999, 20190725,   78.3, 8,   57.2, 8, 1015.7, 8,  982.1, 8,   6.2, 8,   4.4, 7,   5.8, 999.9,   91.6 ,  64.4 , 0.00G,999.9, 000000,
135880,99999, 20190726,   80.8, 8,   56.0, 8, 1011.2, 8,  977.7, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   96.8 ,  65.5 , 0.00G,999.9, 000000,
135880,99999, 20190727,   78.2, 6,   59.5, 6, 1006.6, 6,  973.2, 6,   6.2, 6,   5.2, 6,   7.8, 999.9,   98.1 ,  67.1 , 0.00G,999.9, 000010,
135880,99999, 20190728,   80.0, 8,   62.0, 8, 1003.4, 8,  969.9, 8,   6.2, 8,   5.3, 8,   9.7, 999.9,   93.9 ,  67.6 , 0.00G,999.9, 000000,
135880,99999, 20190729,   73.6, 8,   62.4, 8, 1003.9, 7,  969.9, 8,   6.2, 8,   4.4, 8,   7.8, 999.9,   84.4 ,  65.5 , 0.05G,999.9, 010000,
135880,99999, 20190730,   76.9, 7,   62.9, 7, 1007.8, 7,  974.0, 7,   6.2, 7,   6.2, 6,   9.7, 999.9,   89.1 ,  67.5*, 0.00G,999.9, 010000,
135880,99999, 20190731,   78.4, 7,   61.7, 7, 1010.7, 7,  976.8, 7,   6.2, 7,   4.4, 7,   5.8, 999.9,   93.7 ,  66.2 , 0.00G,999.9, 000000,
135880,99999, 20190801,   84.3, 5,   62.9, 5, 1011.5, 5,  977.9, 5,   6.2, 5,   5.1, 5,   5.8, 999.9,   96.1 ,  71.8 , 0.00G,999.9, 000000,
135880,99999, 20190802,   83.9, 8,   61.5, 8, 1009.8, 8,  976.3, 8,   6.2, 8,   4.4, 8,   7.8, 999.9,   99.7 ,  70.0 , 0.00G,999.9, 000000,
135880,99999, 20190803,   77.1, 8,   60.6, 8, 1007.2, 8,  973.3, 8,   6.2, 8,   4.6, 8,  13.6, 999.9,   94.6 ,  68.5*, 0.00G,999.9, 010000,
135880,99999, 20190804,   76.7, 6,   52.9, 6, 1012.5, 6,  978.4, 6,   7.2, 6,   7.4, 6,   9.7, 999.9,   85.1 ,  64.6 , 0.01G,999.9, 000000,
135880,99999, 20190805,   73.7, 8,   51.3, 8, 1015.1, 8,  980.8, 8,   6.2, 8,   4.9, 8,   7.8, 999.9,   87.1 ,  60.8 , 0.00G,999.9, 000000,
135880,99999, 20190806,   75.4, 8,   49.1, 8, 1015.7, 8,  981.3, 8,   6.2, 8,   3.9, 8,   3.9, 999.9,   93.4 ,  59.0 , 0.00G,999.9, 000000,
135880,99999, 20190807,   80.1, 8,   52.2, 8, 1013.7, 8,  980.0, 8,   6.2, 8,   3.1, 7,   3.9, 999.9,   97.7 ,  61.7 , 0.00G,999.9, 000000,
135880,99999, 20190808,   82.3, 8,   55.5, 8, 1011.8, 8,  978.0, 8,   6.2, 8,   3.4, 8,   5.8, 999.9,  100.0 ,  65.3 , 0.00G,999.9, 000000,
135880,99999, 20190809,   84.3, 6,   58.4, 6, 1011.7, 6,  978.1, 6,   6.2, 6,   4.2, 6,   5.8, 999.9,  100.6 ,  72.3 , 0.00G,999.9, 000000,
135880,99999, 20190810,   87.5, 7,   59.9, 7, 1012.9, 7,  979.5, 7,   6.2, 7,   4.4, 7,   5.8, 999.9,  101.8 ,  72.0*, 0.00E,999.9, 000000,
135880,99999, 20190811,   86.3, 8,   57.2, 8, 1014.4, 8,  980.0, 8,   6.2, 8,   3.9, 7,   5.8, 999.9,  104.0 ,  70.2 , 0.00G,999.9, 000000,
135880,99999, 20190812,   86.6, 8,   56.2, 8, 1012.1, 8,  978.5, 8,   6.2, 8,   3.6, 8,   5.8, 999.9,  101.8 ,  71.6 , 0.00G,999.9, 000000,
135880,99999, 20190813,   87.5, 7,   53.4, 7, 1009.0, 7,  975.6, 7,   6.2, 7,   3.6, 7,   3.9, 999.9,  104.0 ,  68.5 , 0.00G,999.9, 000000,
135880,99999, 20190814,   79.2, 8,   56.2, 8, 1008.4, 8,  974.7, 8,   6.2, 8,   7.0, 8,  19.4, 999.9,  100.0 ,  67.3 , 0.00G,999.9, 000010,
135880,99999, 20190815,   71.0, 8,   55.3, 8, 1013.0, 8,  978.5, 8,   6.2, 8,   5.8, 8,   9.7, 999.9,   79.9 ,  63.7 , 0.00G,999.9, 000000,
135880,99999, 20190816,   67.5, 8,   47.8, 8, 1014.5, 8,  980.0, 8,   6.2, 8,   4.6, 8,   9.7, 999.9,   83.3 ,  53.4*, 0.00G,999.9, 000000,
135880,99999, 20190817,   72.5, 8,   47.8, 8, 1015.7, 8,  981.3, 8,   6.2, 8,   5.6, 8,   9.7, 999.9,   86.2 ,  58.3 , 0.00G,999.9, 000000,
135880,99999, 20190818,   74.4, 8,   47.7, 8, 1016.0, 8,  981.7, 8,   6.2, 8,   4.4, 8,   5.8, 999.9,   91.4 ,  59.9 , 0.00G,999.9, 000000,
135880,99999, 20190819,   79.9, 8,   48.6, 8, 1016.2, 8,  982.0, 8,   6.2, 8,   4.4, 8,   7.8, 999.9,  103.5*,  61.2 , 0.00G,999.9, 000000,
135880,99999, 20190820,   81.7, 7,   53.4, 7, 1017.2, 7,  983.3, 7,   6.2, 7,   4.2, 6,   5.8, 999.9,   97.2 ,  63.7 , 0.00G,999.9, 000000,
135880,99999, 20190821,   80.2, 8,   53.5, 8, 1017.1, 8,  983.1, 8,   6.2, 8,   3.9, 7,   5.8, 999.9,   97.0 ,  64.6 , 0.00G,999.9, 000000,
135880,99999, 20190822,   81.7, 8,   52.6, 8, 1018.1, 8,  984.1, 8,   6.2, 8,   4.6, 8,   5.8, 999.9,   97.9 ,  65.3 , 0.00G,999.9, 000000,
135880,99999, 20190823,   86.6, 7,   56.4, 7, 1017.7, 7,  984.1, 7,   6.2, 7,   4.7, 7,   5.8, 999.9,   99.0 ,  70.2 , 0.00G,999.9, 000000,
135880,99999, 20190824,   81.2, 7,   56.7, 7, 1017.1, 7,  984.1, 7,   6.2, 7,   4.2, 7,   5.8, 999.9,   93.4*,  72.9 , 0.00G,999.9, 000000,
135880,99999, 20190825,   83.7, 7,   57.6, 7, 1015.5, 7,  981.8, 7,   6.2, 7,   5.8, 6,  15.5, 999.9,   98.8 ,  68.0 , 0.00G,999.9, 000000,
